zmiana_wspolczynnikow,typ,2023,2025,2030,2035,2040,2045,2050,2055,2060,2070,2080
wzrost_o_5proc,wplywy_proc,0.0,-0.1,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.1
wzrost_o_5proc,wydatki_proc,-0.1,-0.2,-0.5,-0.7,-0.8,-0.9,-0.8,-0.7,-0.7,-0.7,-0.6
wzrost_o_5proc,saldo_mld_zl,0.1,0.4,1.0,1.6,2.0,2.2,2.2,2.1,2.0,2.1,1.9
spadek_o_5proc,wplywy_proc,0.0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1
spadek_o_5proc,wydatki_proc,0.1,0.2,0.5,0.7,0.9,0.9,0.9,0.8,0.7,0.7,0.6
spadek_o_5proc,saldo_mld_zl,-0.1,-0.4,-1.0,-1.7,-2.1,-2.4,-2.4,-2.2,-2.1,-2.2,-1.9
